Host,Formula,Crystal Category,Dopant Material,Concentration,Dopant Site,Temperature (K) ,Seebeck Coefficient (µV/K),Resistivity(Ω*m),Electrical Conductivity (S/m),Crystal Structure,Microstructure,Experimental Preparation Notes,Paper (hyperlink),,,,,,
CeAl2,Ce0.95U0.05Al2,,U,0.05,,50.9833,5.01,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.95U0.05Al2,,U,0.05,,67.0555,7.66,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.95U0.05Al2,,U,0.05,,90.1383,9.75,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.95U0.05Al2,,U,0.05,,117.0119,10.95,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.95U0.05Al2,,U,0.05,,149.2877,11.36,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.95U0.05Al2,,U,0.05,,175.9237,11.39,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.95U0.05Al2,,U,0.05,,203.8990,11.64,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.95U0.05Al2,,U,0.05,,240.4948,11.50,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.95U0.05Al2,,U,0.05,,269.2847,11.47,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.95U0.05Al2,,U,0.05,,295.9147,11.73,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.90U0.10Al2,,U,0.1,,1.8924,-0.45,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.90U0.10Al2,,U,0.1,,9.2065,-2.29,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.90U0.10Al2,,U,0.1,,19.6462,-0.30,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.90U0.10Al2,,U,0.1,,33.8230,2.80,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.90U0.10Al2,,U,0.1,,48.2852,5.29,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.90U0.10Al2,,U,0.1,,61.9537,7.28,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.90U0.10Al2,,U,0.1,,83.1635,8.98,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.90U0.10Al2,,U,0.1,,111.9086,10.62,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.90U0.10Al2,,U,0.1,,141.2203,11.20,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.90U0.10Al2,,U,0.1,,176.7234,11.67,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.90U0.10Al2,,U,0.1,,212.2250,12.19,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.90U0.10Al2,,U,0.1,,250.1467,12.77,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.90U0.10Al2,,U,0.1,,277.5899,12.80,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.80U0.20Al2,,U,0.2,,1.5875,0.89,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.80U0.20Al2,,U,0.2,,12.3650,0.32,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.80U0.20Al2,,U,0.2,,31.3969,2.97,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.80U0.20Al2,,U,0.2,,59.0329,5.83,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.80U0.20Al2,,U,0.2,,88.0261,8.25,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.80U0.20Al2,,U,0.2,,113.5469,9.73,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.80U0.20Al2,,U,0.2,,146.6105,10.86,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.80U0.20Al2,,U,0.2,,176.7129,12.06,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.80U0.20Al2,,U,0.2,,210.5942,12.80,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.80U0.20Al2,,U,0.2,,247.4322,13.66,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.80U0.20Al2,,U,0.2,,275.9351,14.30,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.80U0.20Al2,,U,0.2,,296.9177,14.45,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.70U0.30Al2,,U,0.3,,2.3648,2.00,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.70U0.30Al2,,U,0.3,,22.7315,5.03,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.70U0.30Al2,,U,0.3,,48.4870,7.79,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.70U0.30Al2,,U,0.3,,78.0348,9.59,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.70U0.30Al2,,U,0.3,,108.6709,10.95,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.70U0.30Al2,,U,0.3,,137.7000,12.04,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.70U0.30Al2,,U,0.3,,173.4528,13.23,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.70U0.30Al2,,U,0.3,,205.7151,14.14,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.70U0.30Al2,,U,0.3,,234.7592,14.67,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.70U0.30Al2,,U,0.3,,267.5687,15.25,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
CeAl2,Ce0.70U0.30Al2,,U,0.3,,293.6546,15.73,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
UAl2,U0.90Ce0.10Al2,X2YZ,Ce,0.1,U,2.6242,-2.44,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90Ce0.10Al2,,Ce,0.1,U,6.3764,-4.12,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90Ce0.10Al2,,Ce,0.1,U,16.5661,4.15,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90Ce0.10Al2,,Ce,0.1,U,25.1424,10.32,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90Ce0.10Al2,,Ce,0.1,U,34.6518,16.58,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90Ce0.10Al2,,Ce,0.1,U,60.0410,22.40,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90Ce0.10Al2,,Ce,0.1,U,85.9307,24.87,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90Ce0.10Al2,,Ce,0.1,U,123.4811,28.58,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90Ce0.10Al2,,Ce,0.1,U,155.2107,30.71,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90Ce0.10Al2,,Ce,0.1,U,188.1119,32.42,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90Ce0.10Al2,,Ce,0.1,U,222.4156,33.97,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90Ce0.10Al2,,Ce,0.1,U,255.3276,34.59,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90Ce0.10Al2,,Ce,0.1,U,280.3052,34.89,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90Ce0.10Al2,,Ce,0.1,U,298.7498,34.78,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80Ce0.20Al2,,Ce,0.2,U,2.0970,3.58,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80Ce0.20Al2,,Ce,0.2,U,12.5068,13.18,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80Ce0.20Al2,,Ce,0.2,U,31.1322,18.34,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80Ce0.20Al2,,Ce,0.2,U,58.6661,19.81,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80Ce0.20Al2,,Ce,0.2,U,82.9140,23.04,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80Ce0.20Al2,,Ce,0.2,U,116.4980,26.50,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80Ce0.20Al2,,Ce,0.2,U,158.7378,28.20,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80Ce0.20Al2,,Ce,0.2,U,197.2397,30.15,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80Ce0.20Al2,,Ce,0.2,U,238.5482,31.60,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80Ce0.20Al2,,Ce,0.2,U,270.7632,31.89,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80Ce0.20Al2,,Ce,0.2,U,298.7674,33.02,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90La0.10Al2,,La,0.1,U,0.5104,-1.18,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90La0.10Al2,,La,0.1,U,11.7536,-4.88,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90La0.10Al2,,La,0.1,U,23.1040,4.05,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90La0.10Al2,,La,0.1,U,34.9179,13.32,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90La0.10Al2,,La,0.1,U,54.4612,20.07,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90La0.10Al2,,La,0.1,U,85.2303,24.87,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90La0.10Al2,,La,0.1,U,124.1865,28.08,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90La0.10Al2,,La,0.1,U,154.2811,30.30,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90La0.10Al2,,La,0.1,U,186.0149,32.01,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90La0.10Al2,,La,0.1,U,221.0223,33.22,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90La0.10Al2,,La,0.1,U,254.6272,34.59,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90La0.10Al2,,La,0.1,U,274.9338,35.06,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.90La0.10Al2,,La,0.1,U,298.7448,35.28,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80La0.20Al2,,La,0.2,U,3.3070,-0.69,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80La0.20Al2,,La,0.2,U,20.0137,9.58,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80La0.20Al2,,La,0.2,U,38.1680,15.15,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80La0.20Al2,,La,0.2,U,65.6693,19.88,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80La0.20Al2,,La,0.2,U,102.7603,22.84,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80La0.20Al2,,La,0.2,U,133.5628,24.31,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80La0.20Al2,,La,0.2,U,165.7636,26.02,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80La0.20Al2,,La,0.2,U,200.7710,27.22,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80La0.20Al2,,La,0.2,U,233.6797,28.18,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80La0.20Al2,,La,0.2,U,259.5919,28.39,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
UAl2,U0.80La0.20Al2,,La,0.2,U,293.9148,28.01,,,,,"arc furnace, Ce rich samples annealed at 800C for two days and at 873 C for five days. U rich samples kept at 850C for five days",Thermopower studies of doped CeAl2 and UAl2,,,,,,
Fe2CoAl,Fe2CoAl,,X,X,X,2.5138,1.0473,1.27E-06,,Poly,,"arc melted, repeated x5 600C for 14 days",Large Anomalous Hall and Nernst Effects in High Curie‐Temperature Iron‐Based Heusler Compounds - Mende - 2021 - Advanced Science - Wiley Online Library,,,,,,
